id,x,y,weight,label
286,-0.508078,0.59522,1,b
287,-0.469342,0.124084,1,s
288,1.54726,0.177502,1,b
289,1.88273,-0.0275937,1,s
290,-2.23147,0.910921,1,b
291,-0.909209,1.10452,1,s
292,-0.0172826,0.775071,1,b
293,1.03257,1.90014,1,s
294,1.66032,0.797256,1,b
295,-1.67009,1.66558,1,s
296,-1.3878,2.37322,1,b
297,0.547467,1.68404,1,s
298,1.13731,1.73544,1,b
299,2.02686,2.01495,1,s
300,-2.00667,-2.13034,1,s
301,-1.00471,-1.43318,1,b
302,-0.651208,-2.5663,1,s
303,0.882026,-1.81868,1,b
304,2.08417,-2.00286,1,s
305,-1.60995,-1.17777,1,b
306,-0.481647,-0.703873,1,s
307,0.10721,-0.883148,1,b
308,0.889004,-0.791368,1,s
309,1.99067,-0.975428,1,b
310,-2.06372,-0.333376,1,s
311,-0.543132,-0.0629795,1,b
312,0.389889,0.0874195,1,s
313,0.820119,-0.177538,1,b
314,1.51285,-0.192811,1,s
315,-1.93195,0.988391,1,b
316,-0.588456,0.969212,1,s
317,-0.00803332,1.50194,1,b
318,1.22179,1.37778,1,s
319,2.75549,0.729865,1,b
320,-2.14625,1.65659,1,s
321,-0.76653,1.99567,1,b
322,-0.0747881,1.37612,1,s
323,0.962912,1.61923,1,b
324,1.73271,2.78604,1,s
325,-2.06133,-2.34681,1,s
326,-0.960126,-1.97683,1,b
327,-0.127373,-2.20515,1,s
328,1.10897,-1.91058,1,b
329,1.87382,-2.04249,1,s
330,-1.79485,-1.23296,1,b
331,-0.837043,-0.794558,1,s
332,0.0179116,-0.978696,1,b
333,0.947465,-0.492063,1,s
334,2.15614,-0.432055,1,b
335,-1.82744,-0.147969,1,s
336,-1.08894,-0.120157,1,b
337,0.078235,0.195016,1,s
338,0.799965,0.236953,1,b
339,2.32652,0.43421,1,s
340,-1.32157,0.959665,1,b
341,-1.35295,1.70054,1,s
342,-0.0276126,1.00583,1,b
343,1.0992,0.566603,1,s
344,2.41517,0.521044,1,b
345,-1.82678,1.48699,1,s
346,-0.935748,2.29234,1,b
347,-0.684879,2.12449,1,s
348,1.20968,1.92427,1,b
349,1.74941,2.30817,1,s
350,-2.16362,-1.91732,1,s
351,-1.41712,-2.55194,1,b
352,0.209293,-1.88223,1,s
353,0.918362,-2.10768,1,b
354,2.02781,-1.73351,1,s
355,-2.28919,-0.289899,1,b
356,-0.287362,-1.08706,1,s
357,-0.521754,-0.983377,1,b
358,1.05603,-0.829749,1,s
359,2.10816,-0.994533,1,b
360,-1.7231,-0.145066,1,s
361,-1.30276,-0.391605,1,b
362,0.0867236,-0.0813467,1,s
363,1.0255,0.232041,1,b
364,1.97951,-0.000619689,1,s
365,-2.28437,1.12911,1,b
366,-1.47457,1.0005,1,s
367,-0.0199542,1.12248,1,b
368,1.61803,1.55077,1,s
369,2.19305,1.04912,1,b
370,-2.23749,1.88286,1,s
371,-0.871935,2.51595,1,b
372,-0.0606205,2.50691,1,s
373,1.09592,2.1802,1,b
374,1.73162,1.38606,1,s
375,-1.67623,-2.10792,1,s
376,-0.758067,-2.01271,1,b
377,-0.119865,-1.49997,1,s
378,1.10343,-1.88288,1,b
379,2.09856,-1.94944,1,s
380,-2.04286,-1.48601,1,b
381,-1.01959,-0.920192,1,s
382,0.0333113,-0.703127,1,b
383,1.52496,-1.05344,1,s
384,1.58794,-1.45773,1,b
385,-1.66616,0.0724153,1,s
386,-0.873285,0.217469,1,b
387,-0.389719,0.168019,1,s
388,0.673432,0.156476,1,b
389,1.69803,0.200411,1,s
390,-2.24877,1.1988,1,b
391,-1.14767,1.17876,1,s
392,-0.690081,1.20161,1,b
393,1.16214,1.14692,1,s
394,1.91928,1.15185,1,b
395,-1.81461,1.84299,1,s
396,-1.51891,1.92945,1,b
397,-0.066339,1.75329,1,s
398,0.717556,1.73924,1,b
399,2.22204,1.55902,1,s
400,-2.38029,-2.29597,1,s
401,-1.23299,-1.78195,1,b
402,0.266482,-2.48255,1,s
403,1.2158,-1.84101,1,b
404,2.06555,-2.00912,1,s
405,-1.7771,-0.818872,1,b
406,-1.34645,-1.37106,1,s
407,-0.197195,-0.878861,1,b
408,1.00609,-0.896602,1,s
409,1.84495,-0.488297,1,b
410,-2.52096,-0.476701,1,s
411,-0.501461,0.11224,1,b
412,-0.573234,-0.0305877,1,s
413,0.817555,-0.0262511,1,b
414,2.00584,0.0255558,1,s
415,-1.78435,0.629818,1,b
416,-0.153367,0.714441,1,s
417,0.450073,0.971537,1,b
418,0.804583,0.857647,1,s
419,2.23145,1.00358,1,b
420,-2.13455,2.13138,1,s
421,-1.12621,2.19994,1,b
422,-0.503581,1.9161,1,s
423,0.637419,2.17946,1,b
424,1.51655,2.19712,1,s
425,-1.95476,-2.27991,1,s
426,-1.56782,-2.21089,1,b
427,0.179621,-2.22443,1,s
428,1.45393,-1.73981,1,b
429,2.42463,-1.74725,1,s
430,-2.02582,-1.84059,1,b
431,-1.17204,-0.653335,1,s
432,0.188408,-1.24888,1,b
433,1.06776,-1.20802,1,s
434,1.87293,-1.31208,1,b
435,-1.46128,-0.475789,1,s
436,-1.39054,-0.160933,1,b
437,-0.102922,-0.0581867,1,s
438,1.70687,0.528116,1,b
439,1.49986,0.275034,1,s
440,-1.74879,1.17749,1,b
441,-1.14096,0.579754,1,s
442,-0.334442,1.0682,1,b
443,1.25259,0.954198,1,s
444,1.89031,1.39335,1,b
445,-2.64724,1.66363,1,s
446,-1.0739,2.38155,1,b
447,0.0411524,2.18724,1,s
448,0.600488,2.14042,1,b
449,2.23863,1.67637,1,s
450,-2.45252,-2.15204,1,s
451,-1.32975,-1.53331,1,b
452,0.208494,-2.07804,1,s
453,1.21325,-1.97018,1,b
454,1.70576,-2.1153,1,s
455,-1.82095,-0.75266,1,b
456,-1.16216,-1.23848,1,s
457,0.39594,-1.01071,1,b
458,1.52715,-1.05022,1,s
459,2.16992,-0.869932,1,b
460,-2.28244,0.24092,1,s
461,-1.02845,-0.0560352,1,b
462,0.00595922,-0.205079,1,s
463,0.795996,0.609013,1,b
464,1.80257,0.348393,1,s
465,-1.89213,1.0586,1,b
466,-0.684371,1.03368,1,s
467,0.164661,1.0921,1,b
468,1.5105,1.53881,1,s
469,1.89571,0.884471,1,b
470,-2.45532,2.20571,1,s
471,-0.618919,1.71184,1,b
472,0.516116,2.61687,1,s
473,0.863271,2.09969,1,b
474,2.11736,1.79001,1,s
475,-1.67156,-2.35739,1,s
476,-0.565906,-1.8069,1,b
477,-0.220324,-1.73082,1,s
478,1.07144,-1.79232,1,b
479,2.17334,-2.27162,1,s
480,-1.90225,-1.41096,1,b
481,-0.9513,-1.16234,1,s
482,0.172205,-0.941357,1,b
483,1.06958,-0.554805,1,s
484,1.82886,-0.885031,1,b
485,-2.22494,-0.392275,1,s
486,-0.797982,0.32128,1,b
487,0.0770278,-0.47431,1,s
488,0.629758,-0.00397541,1,b
489,2.11414,-0.142617,1,s
490,-1.74449,1.26032,1,b
491,-1.2776,1.10222,1,s
492,-0.170896,1.20201,1,b
493,1.29906,1.39701,1,s
494,1.80893,0.57735,1,b
495,-2.21738,1.97743,1,s
496,-1.04022,2.26924,1,b
497,-0.603893,1.94487,1,s
498,0.903798,1.64818,1,b
499,2.22296,2.03674,1,s
500,-1.84897,-1.66614,1,s
501,-1.23845,-2.00903,1,b
502,0.178785,-2.24688,1,s
503,1.07308,-1.87218,1,b
504,1.74316,-1.82478,1,s
505,-2.13324,-0.810192,1,b
506,-1.44305,-0.953646,1,s
507,-0.232158,-0.829038,1,b
508,0.86403,-0.580405,1,s
509,1.85586,-1.11363,1,b
510,-1.90922,-0.265294,1,s
511,-0.886618,-0.00815765,1,b
512,-0.0649143,0.118578,1,s
513,0.94214,-0.208572,1,b
514,2.43385,0.26157,1,s
515,-2.28912,0.805581,1,b
516,-0.713732,0.965128,1,s
517,0.203879,0.940019,1,b
518,1.16917,0.847027,1,s
519,2.11506,1.38474,1,b
520,-1.95857,2.06318,1,s
521,-1.10701,1.7357,1,b
522,0.0828762,2.32566,1,s
523,1.25165,2.07433,1,b
524,2.21614,1.66267,1,s
525,-1.81555,-1.83037,1,s
526,-0.873013,-1.83172,1,b
527,-0.245706,-1.74991,1,s
528,0.846879,-1.78652,1,b
529,2.31129,-1.89236,1,s
530,-2.53404,-1.25442,1,b
531,-0.859357,-0.559302,1,s
532,0.0322178,-1.30401,1,b
533,1.30559,-1.2964,1,s
534,2.19717,-1.12565,1,b
535,-1.88106,0.665118,1,s
536,-1.23902,0.0482207,1,b
537,0.778632,-0.108706,1,s
538,1.05955,-0.156358,1,b
539,1.78772,0.322389,1,s
540,-1.77625,0.12219,1,b
541,-1.21264,1.17124,1,s
542,0.0605123,0.538351,1,b
543,1.03014,0.890936,1,s
544,2.75463,0.471424,1,b
545,-2.12349,1.93547,1,s
546,-0.828984,1.92977,1,b
547,0.570426,1.74226,1,s
548,1.03154,2.00914,1,b
549,1.93071,2.23452,1,s
550,-2.28012,-2.8712,1,s
551,-0.951889,-1.85843,1,b
552,0.535736,-2.26446,1,s
553,0.559382,-1.54399,1,b
554,1.37276,-1.93455,1,s
555,-2.04152,-0.644125,1,b
556,-1.23904,-1.23109,1,s
557,0.108351,-1.33809,1,b
558,1.18255,-0.866679,1,s
559,1.95077,-0.600807,1,b
560,-1.91732,-0.101343,1,s
561,-1.33562,0.115657,1,b
562,-0.36153,0.224958,1,s
563,1.23628,0.10822,1,b
564,2.71438,0.099741,1,s
565,-1.87175,0.588659,1,b
566,-1.32675,1.37858,1,s
567,-0.215079,1.02489,1,b
568,0.988281,1.15664,1,s
569,1.24848,1.32603,1,b
570,-2.19252,1.50663,1,s
571,-1.50316,2.01242,1,b
572,-0.452264,2.16811,1,s
573,0.724277,1.95837,1,b
574,2.23209,1.89006,1,s
575,-1.88885,-1.98308,1,s
576,-0.851114,-1.61485,1,b
577,0.0103691,-2.3959,1,s
578,0.92004,-2.22536,1,b
579,2.02327,-2.38973,1,s
580,-2.59377,-1.05162,1,b
581,-1.38916,-1.02384,1,s
582,-0.252143,-1.08036,1,b
583,0.852338,-0.905362,1,s
584,2.28203,-0.540004,1,b
585,-2.31008,-0.0471177,1,s
586,-1.45799,0.0301542,1,b
587,-0.377082,0.151202,1,s
588,1.18915,0.0338759,1,b
589,2.49604,-0.135069,1,s
590,-1.62617,0.791046,1,b
591,-1.50519,0.558031,1,s
592,-0.245548,1.203,1,b
593,0.630956,1.11107,1,s
594,2.56063,1.23754,1,b
595,-2.03057,2.07325,1,s
596,-0.818369,1.87905,1,b
597,-0.437858,2.3099,1,s
598,0.987253,2.48285,1,b
599,2.5162,2.17798,1,s
600,-1.81405,-1.92564,1,s
601,-0.968332,-2.16672,1,b
602,-0.078276,-1.70816,1,s
603,1.15185,-1.76717,1,b
604,1.3868,-2.27833,1,s
605,-1.60014,-1.08905,1,b
606,-1.22411,-0.876998,1,s
607,0.0759261,-0.986717,1,b
608,0.551171,-1.38972,1,s
609,2.32889,-1.5517,1,b
610,-1.74738,-0.102831,1,s
611,-0.883848,0.134003,1,b
612,0.669535,-0.276254,1,s
613,1.2176,0.230957,1,b
614,1.8108,-0.247263,1,s
615,-1.78661,0.975952,1,b
616,-0.7324,1.01943,1,s
617,-0.409028,0.349139,1,b
618,0.829056,1.45404,1,s
619,2.23502,0.993803,1,b
620,-2.53174,2.22847,1,s
621,-1.34322,2.6655,1,b
622,-0.389097,1.92936,1,s
623,0.751983,1.86897,1,b
624,1.94504,1.97993,1,s
625,-2.52031,-2.37763,1,s
626,-1.14348,-2.04724,1,b
627,-0.0683461,-2.07319,1,s
628,1.01815,-2.04417,1,b
629,1.95657,-2.02816,1,s
630,-1.68201,-1.42388,1,b
631,-0.741186,-0.932722,1,s
632,0.102693,-1.01816,1,b
633,0.910365,-1.27461,1,s
634,1.8056,-1.06121,1,b
635,-1.70044,-0.19233,1,s
636,-0.712547,0.1726,1,b
637,-0.16407,0.416198,1,s
638,1.2094,0.0751231,1,b
639,1.59359,0.123062,1,s
640,-1.86424,0.630241,1,b
641,-0.524824,1.33778,1,s
642,0.0107327,0.922889,1,b
643,1.33744,1.16092,1,s
644,2.01203,0.389151,1,b
645,-1.7559,2.24219,1,s
646,-1.51757,1.97062,1,b
647,-0.618222,2.15056,1,s
648,1.22066,2.0037,1,b
649,2.05972,1.76224,1,s
650,-2.0005,-1.62236,1,s
651,-0.62054,-1.97313,1,b
652,-0.372718,-2.23788,1,s
653,0.258015,-1.89325,1,b
654,1.94666,-2.32298,1,s
655,-1.85243,-1.4223,1,b
656,-0.7586,-1.69937,1,s
657,-0.36425,-1.28322,1,b
658,0.932456,-0.86539,1,s
659,2.13976,-1.36202,1,b
660,-2.36806,0.136044,1,s
661,-1.3429,0.271712,1,b
662,0.320991,-0.381208,1,s
663,0.910995,-0.46206,1,b
664,1.88385,0.312873,1,s
665,-1.97725,0.809846,1,b
666,-1.46687,1.00644,1,s
667,0.136114,1.04243,1,b
668,0.991347,0.849892,1,s
669,2.1423,0.897733,1,b
670,-1.76034,2.14005,1,s
671,-1.25381,1.47112,1,b
672,-0.128376,1.96848,1,s
673,1.20068,1.79398,1,b
674,2.06031,1.86457,1,s
675,-2.31796,-2.4915,1,s
676,-1.14992,-1.86225,1,b
677,0.0640806,-2.09313,1,s
678,0.907675,-1.96051,1,b
679,2.21556,-2.19501,1,s
680,-2.32886,-0.974976,1,b
681,-1.10035,-0.714549,1,s
682,0.0927291,-0.863235,1,b
683,0.625767,-1.0971,1,s
684,1.48775,-0.624123,1,b
685,-2.13013,0.205697,1,s
686,-1.20916,-0.484604,1,b
687,0.0579974,0.0740418,1,s
688,1.20519,0.360967,1,b
689,1.69124,-0.209004,1,s
690,-2.23826,1.17849,1,b
691,-0.773428,1.61624,1,s
692,0.131299,1.30143,1,b
693,1.45036,0.886655,1,s
694,1.69318,1.14344,1,b
695,-2.06368,2.11821,1,s
696,-1.29201,2.2131,1,b
697,-0.44564,1.89166,1,s
698,1.08728,2.00754,1,b
699,1.84212,1.78209,1,s
700,-1.59929,-2.50397,1,s
701,-1.17783,-2.22066,1,b
702,0.236995,-1.63323,1,s
703,0.774782,-1.87062,1,b
704,2.14976,-1.86771,1,s
705,-2.10243,-0.634374,1,b
706,-1.5431,-1.14181,1,s
707,-0.411581,-1.36042,1,b
708,0.666573,-0.600624,1,s
709,1.74095,-1.83126,1,b
710,-1.73737,-0.361538,1,s
711,-0.366391,0.763784,1,b
712,-0.224618,-0.00392343,1,s
713,0.939206,-0.218498,1,b
714,2.45864,0.232164,1,s
715,-1.59633,1.1315,1,b
716,-0.715242,0.879151,1,s
717,-0.318041,1.15205,1,b
718,1.05374,0.796982,1,s
719,2.05514,0.849372,1,b
720,-2.20948,2.27967,1,s
721,-1.23825,2.0289,1,b
722,0.227945,1.85794,1,s
723,1.0769,1.75289,1,b
724,2.15376,2.29616,1,s
725,-2.01467,-2.46001,1,s
726,-0.711509,-1.98408,1,b
727,0.363577,-1.99513,1,s
728,1.19686,-1.7223,1,b
729,1.92495,-2.3724,1,s
730,-2.08437,-0.98732,1,b
731,-1.3034,-0.386467,1,s
732,-0.162822,-1.38958,1,b
733,0.971127,-1.10046,1,s
734,2.18706,-1.01458,1,b
735,-1.80315,-0.327344,1,s
736,-1.31849,-0.319241,1,b
737,-0.377235,-0.302547,1,s
738,1.00863,-0.00811086,1,b
739,1.87897,-0.468628,1,s
740,-2.17281,0.676168,1,b
741,-1.36405,0.708899,1,s
742,-0.507246,0.633486,1,b
743,1.24954,1.34055,1,s
744,1.76694,1.30055,1,b
745,-2.28899,2.08373,1,s
746,-0.984137,2.44297,1,b
747,0.128342,1.92947,1,s
748,1.56236,2.04721,1,b
749,1.87771,2.11868,1,s
750,-2.00144,-1.72928,1,s
751,-0.806807,-2.54685,1,b
752,-0.107102,-1.86853,1,s
753,0.711896,-1.75913,1,b
754,1.85017,-1.80991,1,s
755,-2.68782,-1.27891,1,b
756,-0.969628,-0.80225,1,s
757,0.356789,-0.870074,1,b
758,0.819469,-0.948565,1,s
759,1.97106,-1.11642,1,b
760,-2.16411,-0.0353248,1,s
761,-0.727122,0.0355353,1,b
762,0.00628925,0.469264,1,s
763,0.761404,0.0217627,1,b
764,2.19294,0.689838,1,s
765,-1.59978,1.30064,1,b
766,-0.988173,0.652712,1,s
767,-0.617838,1.02623,1,b
768,0.767802,0.889616,1,s
769,1.99247,0.593427,1,b
770,-2.15638,1.78581,1,s
771,-1.365,2.34593,1,b
772,0.440826,2.12949,1,s
773,0.351405,2.20353,1,b
774,0.995391,1.97667,1,s
775,-2.26417,-2.00378,1,s
776,-0.762348,-1.85767,1,b
777,0.0320671,-1.74238,1,s
778,1.19007,-2.2033,1,b
779,1.84663,-2.29659,1,s
780,-2.2848,-0.747346,1,b
781,-1.35724,-1.33123,1,s
782,0.0353751,-1.01015,1,b
783,1.08535,-0.559636,1,s
784,2.11441,-0.787589,1,b
785,-1.95186,-0.459207,1,s
786,-1.17985,0.158219,1,b
787,0.362392,0.407036,1,s
788,0.723386,0.267817,1,b
789,1.65691,0.535818,1,s
790,-1.9082,1.02198,1,b
791,-1.2389,0.69725,1,s
792,0.0971042,0.865662,1,b
793,0.374905,1.60104,1,s
794,2.00753,1.3044,1,b
795,-2.00219,2.43964,1,s
796,-1.08472,1.8754,1,b
797,-0.100864,2.24577,1,s
798,1.16713,2.06179,1,b
799,2.18019,1.72118,1,s
800,-1.82453,-1.88507,1,s
801,-1.31267,-1.85044,1,b
802,0.179746,-1.95414,1,s
803,1.1355,-2.54184,1,b
804,1.95007,-2.45535,1,s
805,-1.93578,-1.03671,1,b
806,-0.750757,-0.845046,1,s
807,0.11826,-1.06442,1,b
808,0.800904,-1.64891,1,s
809,2.07853,-0.856338,1,b
810,-1.8512,0.528597,1,s
811,-0.915662,0.444946,1,b
812,-0.38066,-0.291889,1,s
813,0.515071,0.0944459,1,b
814,2.25146,-0.512297,1,s
815,-1.856,0.35221,1,b
816,-1.37392,0.948271,1,s
